Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
12	620	9.65e-14	13	3.64	31	11	35	42.3	17.6	25.2	308	39	21	21	81.8
11	426	2.43e-10	9.61	4.86	43	21	34	43.9	25.1	39.2	153	53	37	40	60.6
10	305	5.96e-08	7.22	4.4	23	14	29	23.4	12.7	26.7	179	23	13	29	60.1
9	268	3.58e-07	6.45	4.45	21	31	41	21.5	30	41.1	205	22	24	48	50.1
8	260	5.36e-07	6.27	4.2	15	20	23	16.8	23.9	22.8	162	16	25	22	63.6
7	203	1.13e-05	4.95	3.68	31	45	38	30.6	45.8	40.5	125	32	44	38	62.5
6	181	3.88e-05	4.41	4.33	20	50	35	16.1	47.4	36.5	143	15	47	36	73.9
5	166	9.29e-05	4.03	4.04	45	46	35	45.8	47.9	35.7	148	46	47	35	72.5
4	92	0.011	1.96	3.82	22	20	34	23.1	18.7	35.1	84.9	22	20	35	49.6
3	78	0.0307	1.51	3.21	12	32	32	13.5	32.2	33.4	176	12	33	32	78.6
2	75	0.0384	1.42	3.9	45	43	41	44	43.1	42.5	170	43	44	47	61.2
1	72	0.0482	1.32	3.23	14	48	24	16.4	49.3	24.4	148	15	48	24	90
