Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
20	1345	0	45.9	7.8	48	57	23	46.1	53.5	31	399	48	48	42	112
19	1190	6.11e-43	42.2	7.2	55	33	25	48.1	28.3	34.7	767	46	24	45	114
18	285	5.86e-16	15.2	6.41	33	50	42	33.7	54.2	40	326	33	50	42	119
17	255	9.52e-15	14	5.16	18	25	45	17.6	24.1	42.9	315	18	24	45	107
16	231	9.58e-14	13	5.46	19	15	14	18.5	21.8	12.2	148	17	23	12	73.9
15	212	6.32e-13	12.2	5.69	16	60	24	16.2	57.9	25.1	227	16	60	24	93.1
14	131	4.15e-09	8.38	5.24	8	31	25	10.5	26.2	25.2	156	12	23	24	67.8
13	104	1.19e-07	6.92	5.15	21	41	18	20.5	39.7	16.1	178	21	41	14	85.7
12	78	3.7e-06	5.43	4.37	26	16	18	28.4	15.9	17.1	168	29	17	19	86
11	73	7.51e-06	5.12	5.82	38	51	44	39.3	50.4	44.4	193	41	51	47	98.6
10	54	0.000131	3.88	5.85	34	36	54	34.3	35.4	53.9	273	35	36	54	137
9	45	0.000572	3.24	5.17	24	59	20	25.3	59.4	19.8	89.2	24	58	19	58.6
8	40	0.00135	2.87	4.45	13	32	20	12.2	33.3	21.1	85.9	12	34	24	49.6
7	37	0.00231	2.64	5.38	35	36	14	34.4	35.7	15.3	105	34	36	14	71.2
6	34	0.00398	2.4	5.26	40	42	14	41	40.6	14.9	168	40	42	15	102
5	31	0.007	2.16	4.53	33	17	43	33.5	18.2	41.7	180	34	17	42	93.5
4	29	0.0103	1.99	4.19	16	55	36	16	54.2	37.3	132	16	55	36	76.7
3	28	0.0125	1.9	4.49	18	44	46	18.6	43.8	46	179	18	44	46	101
2	26	0.0186	1.73	4.38	23	51	18	25.3	52.8	18.6	181	23	52	19	103
1	25	0.0228	1.64	4.24	16	45	13	15.5	44.3	12.6	81.7	16	44	13	56.8
