Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
11	106	5.96e-08	7.22	4.76	11	24	23	11.5	26.3	25.8	168	12	23	24	69
10	55	0.000112	3.95	4.59	18	25	18	16.9	25.5	18.8	139	18	24	18	86
9	54	0.000131	3.88	4.61	42	13	27	40.6	12.6	26.9	156	42	14	27	80.2
8	44	0.000678	3.17	4.05	13	47	40	14.9	47.9	37.1	179	14	48	36	122
7	42	0.000955	3.02	4.05	31	49	41	31.4	48.8	41.3	188	32	49	42	110
6	42	0.000955	3.02	4.7	25	43	53	21	43.8	48.9	165	18	44	46	83.8
5	38	0.00193	2.72	3.95	49	29	29	52.6	29.2	29.5	88.5	52	27	30	63.9
4	31	0.007	2.16	4.61	22	11	22	21.4	11.4	23.5	114	20	13	22	71.3
3	25	0.0228	1.64	4.07	14	53	33	14	52.8	33.4	170	13	52	34	112
2	24	0.0279	1.55	4.44	30	40	23	31.7	40.1	22.5	181	32	41	24	114
1	22	0.0423	1.37	4.74	31	33	27	31.5	32.2	26.9	192	32	30	26	142
