onsets	durations	trial_type
4.010025	2.011000	AntSmLoss
10.041580	2.011500	AntNeu
20.872320	4.011300	AntLgLoss
30.501590	3.011400	AntLgLoss
38.931930	4.012900	AntLgGain
55.767210	3.011300	AntLgGain
62.999190	2.011200	AntLgGain
70.229670	4.011300	AntLgLoss
77.258860	4.010800	AntNeu
88.086980	4.010700	AntSmLoss
97.714810	4.010700	AntSmGain
108.542800	3.010200	AntSmLoss
114.569200	4.010600	AntSmLoss
126.596500	3.010400	AntLgGain
132.623600	2.010100	AntLgGain
144.649700	3.010400	AntSmGain
150.676500	3.010600	AntLgLoss
157.904300	3.010400	AntSmLoss
163.930800	4.010400	AntLgLoss
173.557400	2.010100	AntNeu
180.784500	3.010500	AntLgLoss
191.612100	4.010400	AntNeu
201.239000	4.011200	AntLgGain
210.866400	4.011100	AntSmGain
218.093900	2.010100	AntNeu
226.521800	3.010600	AntLgGain
234.949200	2.010300	AntSmLoss
243.376000	2.010000	AntSmLoss
257.803600	3.010300	AntNeu
265.030200	4.010300	AntSmGain
272.056600	2.010100	AntLgGain
279.282600	2.009700	AntLgGain
285.309600	4.010100	AntLgLoss
292.335000	4.010300	AntNeu
301.961800	3.010700	AntSmGain
310.389200	3.010200	AntSmGain
323.616000	2.010700	AntSmGain
330.843600	2.010300	AntLgLoss
338.069700	4.010800	AntLgLoss
345.096200	3.010100	AntLgGain
351.122400	2.010000	AntNeu
361.949100	4.010800	AntNeu
368.975100	3.011200	AntSmGain
379.802700	3.010300	AntLgLoss
395.430700	2.010700	AntSmLoss
402.657100	3.009800	AntSmGain
418.284500	2.010100	AntSmGain
427.910700	2.009800	AntSmLoss
435.136700	4.010500	AntNeu
443.563100	2.010600	AntSmLoss
7.021058	1.000000	ConHit
13.053070	1.000000	ConHit
25.883580	1.000000	ConHit
34.513040	1.000000	ConMiss
43.944790	1.000000	ConMiss
59.778530	1.000000	ConMiss
66.010410	1.000000	ConHit
75.241010	1.000000	ConHit
82.269710	1.000000	ConHit
93.097690	1.000000	ConMiss
102.725500	1.000000	ConHit
112.552900	1.000000	ConMiss
119.579800	1.000000	ConMiss
130.606800	1.000000	ConHit
135.633800	1.000000	ConHit
148.660200	1.000000	ConMiss
154.687100	1.000000	ConHit
161.914700	1.000000	ConHit
168.941200	1.000000	ConHit
176.567500	1.000000	ConHit
184.795000	1.000000	ConHit
196.622500	1.000000	ConHit
206.250200	1.000000	ConHit
215.877500	1.000000	ConHit
221.104000	1.000000	ConHit
230.532400	1.000000	ConHit
237.959600	1.000000	ConHit
246.386000	1.000000	ConHit
261.813900	1.000000	ConHit
270.040500	1.000000	ConMiss
275.066700	1.000000	ConMiss
282.292300	1.000000	ConMiss
290.319800	1.000000	ConMiss
297.345300	1.000000	ConHit
305.972500	1.000000	ConHit
314.399400	1.000000	ConHit
326.626600	1.000000	ConHit
333.853800	1.000000	ConHit
343.080400	1.000000	ConHit
349.106300	1.000000	ConHit
354.132300	1.000000	ConMiss
366.959900	1.000000	ConMiss
372.986200	1.000000	ConMiss
383.813000	1.000000	ConHit
398.441400	1.000000	ConMiss
406.667000	1.000000	ConHit
421.294700	1.000000	ConMiss
430.920500	1.000000	ConHit
440.147200	1.000000	ConHit
446.573700	1.000000	ConMiss
