Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (mm)	Z-MAX Y (mm)	Z-MAX Z (mm)	Z-COG X (mm)	Z-COG Y (mm)	Z-COG Z (mm)	COPE-MAX	COPE-MAX X (mm)	COPE-MAX Y (mm)	COPE-MAX Z (mm)	COPE-MEAN
9	75	1.19e-07	6.92	4.73	48	-18	-3	57.1	-12.4	0.48	130	63	-12	9	66.7
8	49	1.82e-05	4.74	5.1	-30	-63	-9	-29.4	-54.4	-8.09	105	-27	-60	-9	72.6
7	35	0.000393	3.41	5.04	48	-75	-12	47.6	-76.3	-13.7	91.7	45	-78	-15	61.9
6	29	0.00166	2.78	4.58	-54	-3	0	-50.8	-6.55	-0.747	105	-42	-15	-3	77.7
5	23	0.00776	2.11	4.29	21	24	63	22.6	25.5	60.5	94.1	24	24	60	63.9
4	23	0.00776	2.11	4.44	-6	33	60	-10.5	35	57.5	88.9	-6	33	60	68.4
3	21	0.0133	1.88	4.03	-30	-6	-18	-28.1	-7.52	-17.3	89.9	-21	-15	-12	68.3
2	20	0.0176	1.76	4.17	30	21	21	26.8	21.2	23.5	57.8	30	21	21	50.2
1	17	0.0412	1.38	4.19	15	-102	18	18.1	-101	15	66	15	-102	18	47.7
