Cluster Index	Z	x	y	z	
20	11.3	-15	-105	3
20	10.7	-18	-93	-3
20	9.11	24	-96	9
20	8.9	15	-96	6
20	8.58	51	-78	-15
20	8.31	0	-90	3
19	6.2	-24	-27	81
19	5.73	-30	-6	75
19	5.44	-42	-21	69
19	5.3	-33	-36	75
19	5.15	-45	-36	66
19	4.92	-54	-15	54
18	7.21	45	18	-6
18	4.61	30	24	-6
18	3.63	45	33	-3
17	4.89	54	-42	33
17	4.8	51	-36	57
17	4.5	39	-54	57
17	3.84	42	-45	57
17	3.75	54	-54	51
17	3.73	60	-39	51
16	7.7	51	-48	-24
16	5.27	36	-63	-21
16	4.99	42	-30	-21
16	4.14	45	-45	-15
16	3.2	27	-57	-27
15	5.61	6	18	48
15	5.14	9	24	39
15	4.57	6	39	39
15	4.33	3	9	48
15	3.93	0	12	60
14	5.67	21	63	-12
14	5.55	27	39	-21
14	5.55	24	51	-15
14	5.4	21	45	-18
14	4.44	45	48	-18
14	4.41	18	51	-27
13	6.01	-57	-45	3
13	4.61	-48	-27	-6
13	4.39	-51	-33	0
13	4.28	-69	-45	21
13	4.12	-66	-51	21
13	3.9	-69	-48	12
12	5.35	48	39	12
12	5.07	45	48	15
12	4.83	42	54	18
12	4.71	60	15	18
12	4.47	60	30	12
12	3.87	30	57	24
11	4.83	45	6	39
11	4.59	54	9	39
11	4.32	51	9	51
11	4.3	42	-3	60
11	3.45	45	3	57
10	5.18	0	-33	27
10	4.47	3	-3	27
10	3.52	-3	-6	30
9	5.09	57	-21	-3
9	5.07	66	-30	-6
9	4.65	45	-33	0
9	3.7	48	-42	6
8	4.81	-33	21	-9
8	4.7	-39	21	-6
8	3.57	-33	24	3
7	5.35	-60	-18	18
6	6.12	-3	6	81
5	4.93	3	-81	-15
5	4.76	3	-72	-15
4	4.41	-60	-21	42
3	5.24	-42	-54	-6
3	3.97	-45	-63	-12
2	4.18	63	-15	18
2	4.17	57	-15	33
1	4.64	45	30	24
1	4.13	45	39	36
