Cluster Index	Z	x	y	z	
6	5.69	27	-57	30
6	4.84	33	-45	6
6	4.74	36	-45	30
6	4.21	33	-54	9
6	4.01	36	-66	6
6	3.82	42	-51	27
5	5.1	-51	-21	-24
5	4.27	-48	-6	-36
5	4.14	-30	6	-27
5	4.07	-36	-6	-39
5	3.91	-39	15	-45
5	3.77	-48	-18	-30
4	5.19	-27	-60	9
4	3.98	-15	-33	24
4	3.97	-12	-33	18
4	3.88	-12	-21	24
4	3.76	-6	-15	21
4	3.47	-24	-42	15
3	6.8	-24	-81	-60
3	6.15	-36	-81	-57
3	3.32	-21	-93	-48
3	3.13	-39	-69	-63
2	5.95	-60	15	-21
2	5.19	-75	-18	-15
2	4.71	-66	6	-24
2	4.64	-66	9	-12
2	4.61	-72	-9	-27
2	4.6	-72	-21	-24
1	5.18	54	-78	15
1	4.08	42	-90	12
1	3.86	21	-102	15
1	3.85	12	-105	12
1	2.66	15	-102	24
