Cluster Index	Z	x	y	z	
7	6.83	18	-102	-3
7	6.39	24	-102	3
7	6.13	24	-90	-12
7	5.62	33	-96	-3
7	5.32	36	-78	6
7	5.28	39	-93	-3
6	7.1	-24	-87	6
6	6.19	-30	-78	-15
6	5.92	-27	-90	-12
6	5.32	-36	-90	-3
6	5.26	-15	-105	9
6	4.58	-18	-105	-6
5	5.47	-48	0	42
5	5.22	-36	-27	54
5	5.04	-39	-3	48
5	4.63	-27	-27	63
5	4.37	-42	-18	60
5	4.27	-51	-6	51
4	6.89	-3	-3	57
4	5.81	15	-3	72
4	5.69	15	-3	63
3	5.59	-42	-66	-18
2	5.59	33	-63	-12
2	4.91	48	-69	-18
1	4.86	-6	-6	15
1	4.52	-21	18	18
1	4.38	-9	3	21
1	4.32	0	-3	18
1	3.56	-15	6	24
