Cluster Index	Z	x	y	z	
5	7.85	14	22	35
5	6.56	50	27	31
5	6.23	52	25	31
5	6.12	16	21	22
5	5.93	52	23	29
5	5.88	22	22	36
4	7.44	45	49	35
4	7.23	18	43	45
4	7.04	46	44	45
4	6.67	23	41	43
4	6.58	23	43	42
4	6.49	47	50	39
3	5.1	29	38	29
3	4.51	33	38	29
3	4.07	36	39	27
3	3.82	36	48	26
3	3.81	28	43	30
3	3.63	39	48	26
2	4.49	28	30	27
2	4.32	21	33	26
2	4.3	38	31	26
2	4.22	32	29	28
2	3.76	27	34	25
2	3.74	36	31	27
1	4.46	22	53	23
1	3.76	17	51	23
1	2.92	22	49	29
1	2.84	20	51	29
1	2.82	16	50	27
1	2.8	13	53	23
