Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
14	425	8.44e-10	9.07	4.85	9	41	23	11.6	40.8	24	260	17	47	21	88
13	306	1.19e-07	6.92	5.48	15	19	41	17.3	22.2	37.8	235	14	23	34	93.4
12	250	2.09e-06	5.68	4.41	31	28	29	31.4	27.4	31.7	269	33	29	28	119
11	223	7.99e-06	5.1	4.85	23	41	41	21.1	42.4	46.1	210	23	42	50	83.1
10	201	2.5e-05	4.6	4.79	33	56	19	32	59.7	21	286	32	64	23	112
9	193	3.81e-05	4.42	4.91	56	40	26	54.1	37	25.2	144	53	26	27	69.5
8	167	0.000158	3.8	4.47	34	42	28	34.2	39.5	27.1	317	32	45	28	110
7	165	0.000177	3.75	5.64	15	53	18	14	52.6	22.4	221	10	52	30	106
6	155	0.000313	3.5	4.94	38	16	25	37.2	15.2	23.7	226	37	15	24	117
5	150	0.000418	3.38	3.81	47	24	34	47.7	24	35.2	134	45	21	44	61.4
4	130	0.00137	2.86	4.07	39	13	12	36.8	14.7	11.4	161	43	15	11	79.1
3	125	0.00187	2.73	4.34	51	49	36	46.7	47.3	36.4	172	51	49	37	78.1
2	87	0.0222	1.65	4.41	53	47	15	50.4	51.3	17.5	148	49	57	19	80.3
1	83	0.0293	1.53	4.49	29	9	24	28.2	10.5	24.2	209	29	10	24	117
