Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (mm)	Z-MAX Y (mm)	Z-MAX Z (mm)	Z-COG X (mm)	Z-COG Y (mm)	Z-COG Z (mm)	COPE-MAX	COPE-MAX X (mm)	COPE-MAX Y (mm)	COPE-MAX Z (mm)	COPE-MEAN
9	798	1.8e-16	15.7	8.83	24	-81	-12	37.1	-78.6	-5.49	174	33	-93	-6	41.1
8	385	1.63e-09	8.79	8.52	-24	-81	-18	-39.5	-78.6	-10.6	170	-24	-81	-21	43
7	340	1.25e-08	7.9	5.18	-21	18	-3	-26.3	20.1	-5.4	72.5	-21	0	-18	35.8
6	223	4.05e-06	5.39	4.54	39	51	24	35.5	52.9	23.3	57.7	36	54	27	28.5
5	209	8.58e-06	5.07	4.63	51	21	9	45.6	26.9	3.34	88.1	48	21	-6	36.9
4	195	1.85e-05	4.73	6.85	-27	-69	33	-31.3	-61.4	38.9	83.9	-27	-69	33	30
3	132	0.000769	3.11	5.53	42	6	27	42.8	3.55	30.1	57.2	42	6	27	28
2	90	0.0129	1.89	5.86	33	-66	30	29.1	-63.1	39.5	47.9	30	-63	60	23.7
1	85	0.0185	1.73	3.98	-3	39	24	2.44	37.1	29	83.2	-3	39	24	33.9
