Cluster Index	Z	x	y	z	
17	9.34	-42	-84	-12
17	7.99	39	-90	-12
17	7.89	24	-90	-9
17	7.34	-21	-84	-9
17	7.24	-33	-93	-3
17	6.99	48	-39	63
16	7.49	-39	-3	60
16	7.49	3	27	39
16	7.24	-30	-24	75
16	6.96	-3	36	39
16	6.18	-39	12	42
16	6.11	0	24	51
15	5.96	36	21	3
15	5.57	48	9	-3
15	5.28	27	24	-6
15	4.91	57	15	18
15	4.62	9	9	6
15	4.45	18	3	-3
14	5.96	-48	-45	12
14	5.89	-63	-63	15
14	5.85	-60	-51	9
14	5.78	-60	-57	12
14	4.95	-69	-33	-9
14	4.78	-69	-27	-6
13	6.3	51	18	36
13	6.13	45	15	39
13	5.64	42	0	60
13	5.34	33	30	39
13	5.31	42	39	36
13	5.16	42	42	30
12	6.35	45	-42	9
12	4.62	54	-48	15
12	4.6	60	-27	-9
12	4.4	60	-30	0
12	4.14	45	-24	-9
12	4.03	66	-24	-18
11	6.08	45	48	0
11	5.55	48	39	-3
11	5.01	33	51	0
11	4.69	42	54	15
10	5.55	0	-30	27
10	5.1	0	-12	33
9	4.32	-66	-18	24
9	4	-69	-12	30
8	4.92	24	63	12
8	4.23	18	69	15
7	4.69	57	-18	27
7	4.26	66	-15	24
6	4.38	-27	-81	33
5	5.72	9	-48	42
4	5.36	-18	-63	39
3	4.08	30	-21	-6
3	3.88	36	-15	-12
3	3.72	27	-33	0
3	3.46	27	-30	-12
3	3.35	27	-30	-6
2	4.91	12	39	15
2	4.55	9	42	3
1	5.65	-6	-39	51
