Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (mm)	Z-MAX Y (mm)	Z-MAX Z (mm)	Z-COG X (mm)	Z-COG Y (mm)	Z-COG Z (mm)	COPE-MAX	COPE-MAX X (mm)	COPE-MAX Y (mm)	COPE-MAX Z (mm)	COPE-MEAN
9	365	7.05e-16	15.2	7.3	-27	-81	-15	-28.1	-90.8	-6.82	187	-30	-81	-15	76.3
8	341	3.88e-15	14.4	7.51	18	-102	-3	26.9	-92.6	-4.41	183	18	-102	-3	88.5
7	87	1.38e-05	4.86	5.53	-42	-66	-15	-41.1	-63.5	-13.3	107	-42	-66	-18	73.1
6	64	0.000214	3.67	5.84	-3	-3	57	4.18	-0.511	56.4	183	0	-3	57	90.1
5	62	0.000275	3.56	5.62	33	-63	-12	40.9	-64.9	-13.2	110	51	-66	-12	66.5
4	49	0.00153	2.82	5.23	-48	0	42	-41.5	-1.95	43.9	123	-45	0	42	69.9
3	43	0.00354	2.45	5.11	18	3	30	18.8	-4.04	28.9	100	18	3	27	53.9
2	41	0.00473	2.33	5.46	-18	-9	27	-17.8	-10.8	27.9	104	-18	-9	27	61.4
1	27	0.041	1.39	4.87	-18	15	21	-17.7	12.7	22.2	101	-18	15	21	66.9
