Cluster Index	Z	x	y	z	
9	7.3	-27	-81	-15
9	6.58	-15	-105	9
9	5.61	-27	-87	0
9	5.55	-45	-87	-9
9	5.24	-24	-102	6
9	5.1	-27	-93	-15
8	7.51	18	-102	-3
8	7.43	24	-99	-3
8	5.63	27	-87	0
8	4.99	30	-84	-21
8	4.43	33	-78	6
8	3.35	42	-90	-15
7	5.53	-42	-66	-15
7	5.25	-51	-72	-12
7	3.95	-30	-48	-15
7	3.77	-33	-54	-15
6	5.84	-3	-3	57
6	4.76	9	3	57
6	3.51	15	-3	60
5	5.62	33	-63	-12
5	4.52	51	-69	-15
4	5.23	-48	0	42
4	4.51	-36	-3	45
3	5.11	18	3	30
3	4.21	18	-12	27
3	3.79	24	-24	30
2	5.46	-18	-9	27
2	3.95	-9	-18	18
1	4.87	-18	15	21
1	3.67	-9	3	24
1	3.61	-21	3	27
