Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (mm)	Z-MAX Y (mm)	Z-MAX Z (mm)	Z-COG X (mm)	Z-COG Y (mm)	Z-COG Z (mm)	COPE-MAX	COPE-MAX X (mm)	COPE-MAX Y (mm)	COPE-MAX Z (mm)	COPE-MEAN
9	273	7.32e-15	14.1	6.04	51	-39	3	56.4	-35.6	2.01	391	48	-39	6	184
8	254	4.05e-14	13.4	5.96	45	6	54	43.3	9.08	45.8	460	36	0	63	169
7	248	7e-14	13.2	5.74	18	-66	48	35.9	-58.9	52.3	513	36	-66	54	191
6	220	9.64e-13	12	5.42	-51	-69	-12	-39.3	-57.2	-17.6	328	-33	-63	-21	132
5	188	2.22e-11	10.7	5.12	-33	-93	-6	-32.4	-90.6	2.76	286	-33	-96	-6	126
4	149	1.31e-09	8.88	6.51	45	-66	-18	45.9	-54.8	-18.4	290	45	-63	-21	158
3	97	5.36e-07	6.27	6.11	30	-78	30	33.5	-77	21.6	253	33	-75	24	133
2	70	1.97e-05	4.7	5.52	6	18	66	7.13	14.5	62.8	342	6	21	66	156
1	53	0.000237	3.62	5.6	-30	-72	27	-29.4	-73.2	28.7	207	-30	-72	27	115
