onsets	durations	trial_type
4.010955	2.010800	AntSmLoss
10.040640	2.011500	AntNeu
20.871400	4.011100	AntLgLoss
30.500670	3.010800	AntLgLoss
38.966100	4.012500	AntLgGain
55.801280	3.010400	AntLgGain
63.029750	2.010900	AntLgGain
70.257890	4.010900	AntLgLoss
77.288470	4.011000	AntNeu
88.116780	4.010800	AntSmLoss
97.749760	4.010500	AntSmGain
108.578500	3.009800	AntSmLoss
114.604500	4.010700	AntSmLoss
126.631800	3.010300	AntLgGain
132.658300	2.010300	AntLgGain
144.685300	3.010500	AntSmGain
150.711900	3.009900	AntLgLoss
157.938400	3.010300	AntSmLoss
163.965800	4.010200	AntLgLoss
173.594000	2.010600	AntNeu
180.821100	3.010300	AntLgLoss
191.648700	4.010800	AntNeu
201.276200	4.011100	AntLgGain
210.903700	4.010500	AntSmGain
218.130500	2.010100	AntNeu
226.557500	3.010400	AntLgGain
234.984700	2.010100	AntSmLoss
243.411300	2.009800	AntSmLoss
257.838100	3.010300	AntNeu
265.064300	4.010100	AntSmGain
272.090400	2.009700	AntLgGain
279.315900	2.010200	AntLgGain
285.342400	4.010100	AntLgLoss
292.368900	4.010500	AntNeu
301.995800	3.010900	AntSmGain
310.423000	3.011100	AntSmGain
323.650400	2.010500	AntSmGain
330.878100	2.009800	AntLgLoss
338.104700	4.010500	AntLgLoss
345.130800	3.009900	AntLgGain
351.156100	2.010200	AntNeu
361.984500	4.010300	AntNeu
369.011000	3.010100	AntSmGain
379.837200	3.009700	AntLgLoss
395.463800	2.010100	AntSmLoss
402.690000	3.009800	AntSmGain
418.317100	2.010100	AntSmGain
427.943100	2.009800	AntSmLoss
435.169200	4.010300	AntNeu
443.595500	2.010300	AntSmLoss
7.021725	1.000000	ConHit
13.052160	1.000000	ConHit
25.882450	1.000000	ConHit
34.511420	1.000000	ConHit
43.978590	1.000000	ConMiss
59.811680	1.000000	ConHit
66.040640	1.000000	ConHit
75.268740	1.000000	ConMiss
82.299500	1.000000	ConHit
93.127540	1.000000	ConMiss
102.760300	1.000000	ConHit
112.588300	1.000000	ConMiss
119.615200	1.000000	ConHit
130.642100	1.000000	ConHit
135.668600	1.000000	ConHit
148.695800	1.000000	ConMiss
154.721800	1.000000	ConHit
161.948700	1.000000	ConHit
168.976000	1.000000	ConHit
176.604600	1.000000	ConHit
184.831300	1.000000	ConHit
196.659500	1.000000	ConHit
206.287400	1.000000	ConHit
215.914200	1.000000	ConHit
221.140600	1.000000	ConHit
230.567900	1.000000	ConHit
237.994800	1.000000	ConMiss
246.421100	1.000000	ConMiss
261.848400	1.000000	ConHit
270.074400	1.000000	ConHit
275.100100	1.000000	ConMiss
282.326100	1.000000	ConMiss
290.352500	1.000000	ConHit
297.379400	1.000000	ConHit
306.006700	1.000000	ConHit
314.434100	1.000000	ConHit
326.660800	1.000000	ConMiss
333.887900	1.000000	ConMiss
343.115200	1.000000	ConHit
349.140700	1.000000	ConHit
354.166300	1.000000	ConHit
366.994800	1.000000	ConHit
373.021100	1.000000	ConHit
383.846900	1.000000	ConHit
398.473900	1.000000	ConHit
406.699900	1.000000	ConMiss
421.327200	1.000000	ConHit
430.952900	1.000000	ConMiss
440.179500	1.000000	ConHit
446.605800	1.000000	ConMiss
