Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
10	826	5.09e-18	17.3	5.46	46	43	42	48.5	42.7	36.4	151	52	39	39	61.7
9	789	1.99e-17	16.7	5.38	18	42	42	16.7	36.8	37.9	183	18	35	31	59.7
8	458	1.27e-11	10.9	5.16	31	40	45	31.7	41.1	45.4	153	32	40	46	59.1
7	303	2.01e-08	7.7	4.94	28	13	22	22.7	16.9	21.9	285	28	12	21	57.5
6	162	5.56e-05	4.26	4.69	39	47	26	36	46.8	26	229	34	46	29	88
5	145	0.000165	3.78	4.62	55	32	33	52.4	27.4	32	139	52	24	32	56.3
4	135	0.00032	3.49	4.17	22	42	27	22.4	44.8	26.1	113	12	46	27	64.4
3	122	0.000774	3.11	4.42	46	61	30	46.7	56.9	30.7	126	46	60	30	66.5
2	110	0.0018	2.74	4.19	19	24	8	23.1	19.9	9.31	109	16	28	10	35.3
1	73	0.03	1.52	4.54	35	39	14	33.7	38.1	14.2	274	36	38	14	109
