Cluster Index	Z	x	y	z	
8	5.64	-45	42	3
8	4.83	-36	45	-6
8	4.63	-36	36	12
8	4.37	-24	45	-9
8	4.3	-30	45	-12
8	4.04	-24	39	-15
7	4.19	36	57	12
7	3.79	39	51	3
7	3.72	39	39	3
7	3.6	45	45	15
7	3.41	33	45	12
6	4.28	6	42	3
6	3.95	9	39	33
6	3.66	9	27	36
6	3.43	12	39	12
6	3.43	15	36	0
6	3.33	6	27	12
5	5.13	30	18	-9
5	4.02	24	9	-12
5	3.73	33	18	3
5	3.67	36	0	-12
5	3.44	33	6	-12
4	4.12	-36	18	-3
4	4.06	-33	15	-12
4	3.94	-30	21	0
4	3.8	-33	3	-3
4	3.74	-30	21	-12
3	4.42	15	6	0
3	3.6	12	18	0
3	3.52	9	12	12
3	3.45	18	24	0
3	3.42	15	3	12
2	4.94	-9	30	15
2	3.65	-6	30	3
1	5.14	27	57	-9
1	3.43	24	63	3
