Cluster Index	Z	x	y	z	
13	6.17	0	-102	12
13	5.98	66	-63	15
13	5.87	21	-99	24
13	5.83	54	-75	9
13	5.81	-3	-96	21
13	5.76	30	-102	12
12	7.48	3	66	-24
12	6.93	6	69	-15
12	6.84	12	72	-12
12	6.63	-30	69	0
12	6.62	-6	66	-21
12	6.15	9	63	-30
11	4.74	0	-3	-15
11	4.49	-18	-9	-12
11	4.46	-27	0	-21
11	4.26	-18	-12	-21
11	4.1	-24	-6	-27
11	4.03	-24	-9	-33
10	5.05	-60	-15	-39
10	5	-36	-6	-45
10	4.8	-48	0	-45
10	4.7	-42	-3	-45
10	4.53	-48	3	-33
10	4.15	-39	12	-36
9	4.99	3	-63	-60
9	4.68	3	-51	-63
9	4.65	0	-57	-60
9	4.49	12	-54	-57
9	4.48	15	-48	-57
9	3.85	21	-42	-63
8	4.59	-3	-63	6
8	4.47	-3	-72	-3
8	3.94	-12	-66	-3
8	3.75	-15	-66	-9
8	3.53	-15	-69	-15
8	3.33	6	-66	-6
7	5.5	-18	-42	12
7	4.73	-24	-51	9
7	4.64	-30	-60	12
7	4.54	-15	-51	0
6	7.6	-15	33	-33
6	5.86	-12	42	-30
6	5.33	-21	39	-30
6	5.15	-21	39	-24
6	5	-21	33	-27
5	4.17	48	-72	-33
5	4.13	51	-75	-39
5	3.95	51	-75	-27
5	3.39	36	-81	-33
5	3.29	27	-87	-33
4	4.3	21	12	-24
4	3.97	30	15	-24
4	3.96	27	12	-33
4	3.67	39	24	-27
4	3.32	12	15	-18
3	4.35	0	9	-9
3	3.97	12	27	6
3	3.91	3	18	-3
3	3.89	-6	21	-9
3	3.78	6	24	6
3	3.66	-6	21	-3
2	4.27	-27	-81	-51
2	4.15	-21	-81	-51
2	4.12	-30	-78	-57
2	3.61	-9	-72	-51
2	3.54	-6	-90	-42
2	3.48	-12	-90	-42
1	4.8	63	27	21
