Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (mm)	Z-MAX Y (mm)	Z-MAX Z (mm)	Z-COG X (mm)	Z-COG Y (mm)	Z-COG Z (mm)	COPE-MAX	COPE-MAX X (mm)	COPE-MAX Y (mm)	COPE-MAX Z (mm)	COPE-MEAN
8	183	4.16e-10	9.38	5.64	-45	42	3	-35.7	41.6	0.778	123	-45	42	3	64.2
7	83	1.34e-05	4.87	4.19	36	57	12	38.1	48.9	8.63	171	39	54	12	99.5
6	79	2.16e-05	4.66	4.28	6	42	3	8.96	34.5	20.1	146	6	39	30	68.7
5	75	3.54e-05	4.45	5.13	30	18	-9	31.7	14.7	-8.08	147	33	21	-9	78.8
4	65	0.000126	3.9	4.12	-36	18	-3	-31.9	14.1	-5.04	110	-33	21	0	73.4
3	56	0.000419	3.38	4.42	15	6	0	13.5	10.6	2.42	105	15	12	0	82
2	42	0.00312	2.51	4.94	-9	30	15	-9.21	30	14.6	97.2	-9	30	18	58
1	31	0.0176	1.75	5.14	27	57	-9	24	57.3	-6.2	127	30	63	0	80.4
