Cluster Index	Z	x	y	z	
16	7.63	24	57	-9
16	6.6	51	39	-6
16	6.56	54	45	-3
16	6.49	48	45	-3
16	6.48	39	51	0
16	6.24	36	39	3
15	7.35	-45	42	3
15	6.72	-39	45	-6
15	5.96	-21	39	-18
15	5.75	-36	36	15
15	4.84	-24	48	12
15	4.77	-30	21	-12
14	5.38	33	-51	54
14	5.3	30	-45	39
14	5.28	27	-51	54
14	4.97	60	-30	48
14	4.92	48	-54	33
14	4.61	36	-42	36
13	6.69	66	-3	-24
13	6.12	69	0	-33
13	5.29	63	-12	-21
13	5.22	66	-12	-27
13	5.09	69	-12	-21
13	4.41	57	-18	-24
12	5.15	-27	-48	45
12	4.63	-54	-45	48
12	4.55	-36	-51	54
12	4.37	-48	-51	48
12	3.18	-36	-63	51
12	3.16	-33	-60	57
11	5.17	0	3	-27
11	4.38	12	15	-27
11	4.35	-6	-6	-30
11	4.32	0	27	-30
11	4.27	0	18	-30
11	4.22	-3	36	-33
10	4.26	-42	-36	48
10	4.22	-51	-27	45
10	3.84	-39	-30	45
10	3.73	-36	-33	39
10	3.58	-45	-42	57
10	3.57	-45	-27	36
9	5.9	-39	9	42
9	5.21	-33	3	45
9	4.53	-33	0	54
8	5.52	-42	27	33
8	4.05	-33	15	30
7	6.75	33	-48	-18
6	4.62	3	-9	36
6	4.16	-6	-24	39
6	3.81	-3	0	30
6	3.61	-9	0	36
6	3.58	3	-21	33
6	3.52	-9	6	33
5	4.06	-39	-66	-27
5	3.76	-42	-60	-42
5	3.36	-30	-60	-33
4	4.68	42	-75	-6
3	4.01	48	-42	24
3	3.75	57	-48	21
2	4.9	-15	-90	-54
2	4.88	-21	-93	-48
2	4.59	-30	-84	-57
1	4.68	75	-30	0
1	3.51	60	-36	-3
