Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
13	1545	9.81e-45	44	6.17	32	10	30	37.1	14.7	31.2	509	31	16	42	143
12	712	2.57e-26	25.6	7.48	33	66	18	30.6	65.4	25.7	641	30	63	26	252
11	140	2.61e-08	7.58	4.74	32	43	21	27.1	43	19.8	544	27	41	20	263
10	113	4.17e-07	6.38	5.05	12	39	13	16.9	43.5	13	265	20	48	16	129
9	74	4.01e-05	4.4	4.99	33	23	6	33.8	25.3	5.8	341	32	25	5	167
8	73	4.54e-05	4.34	4.59	31	23	28	29.6	20.7	24.4	326	27	21	22	194
7	62	0.000187	3.73	5.5	26	30	30	24.9	27.7	29.8	234	27	26	26	104
6	59	0.000279	3.55	7.6	27	55	15	26.3	55.9	16.5	287	27	54	16	180
5	45	0.00199	2.7	4.17	48	20	15	47.2	18.9	15.2	168	47	18	16	105
4	44	0.00231	2.64	4.3	39	48	18	41.5	49.3	17.3	389	44	52	17	200
3	41	0.00362	2.44	4.35	32	47	23	32.2	49.2	24.4	341	32	47	22	168
2	38	0.00574	2.24	4.27	23	17	9	26.6	16.9	10.1	220	29	15	12	151
1	25	0.0489	1.31	4.8	53	53	33	53	52.3	33.5	110	53	53	33	76.8
