Cluster Index	Z	x	y	z	
15	6.39	27	57	-9
15	5.47	42	45	-6
15	5.33	39	54	0
15	5.3	36	39	3
15	5.13	12	9	0
15	5.07	6	18	21
14	6.19	-39	45	-6
14	5.42	-45	42	3
14	4.77	-42	48	3
14	4.56	-36	33	12
14	4.48	-18	42	-18
14	4.07	-27	45	3
13	4.33	-21	0	6
13	4.33	-24	0	-3
13	3.75	-27	-12	-3
13	3.74	-15	9	9
13	3.7	-18	15	0
13	3.45	-33	-9	9
12	4.21	33	-51	54
12	3.98	27	-51	54
12	3.58	45	-54	51
12	3.3	45	-45	51
11	3.75	-39	-30	45
11	3.73	-42	-36	48
11	3.67	-42	-27	36
11	3.41	-42	-42	36
11	3.4	-45	-42	57
11	3.26	-54	-27	45
10	4.32	-24	-51	45
10	3.68	-30	-51	54
10	3.6	-36	-51	54
10	3.48	-48	-51	48
10	3.47	-51	-45	45
9	6.01	33	-48	-18
8	4.92	30	-45	39
7	5.09	-33	3	45
7	5.01	-39	9	42
7	3.62	-24	-6	45
6	5.39	-15	-90	-54
6	5.03	-21	-93	-48
6	4.38	-30	-84	-57
5	4.09	-30	21	0
5	3.79	-30	21	-9
4	4.63	-12	33	15
4	3.38	-3	24	12
3	4.04	-42	27	33
3	3.74	-42	33	33
3	3.57	-45	18	36
2	4.35	48	-42	24
2	3.32	60	-45	18
1	4.79	66	-3	-24
1	4.37	69	-3	-18
1	3.65	69	-12	-21
1	3.58	63	-12	-21
