Cluster Index	Z	x	y	z	
17	7.71	27	57	-9
17	7.61	-39	45	-6
17	7.23	36	36	6
17	6.8	39	54	0
17	6.74	54	45	-3
17	6.5	-39	39	3
16	4.48	18	24	0
16	4.34	12	3	-3
16	4.26	24	6	0
16	4.21	18	6	0
16	4.16	18	-6	6
16	4.09	21	0	3
15	5.92	0	3	-27
15	4.82	12	15	-27
15	4.22	0	18	-30
15	4.03	0	27	-30
15	3.69	0	39	-27
15	3.66	12	-6	-30
14	4.27	-18	-6	6
14	4.12	-15	-15	-3
14	4.04	-30	0	12
14	3.88	-21	0	-6
14	3.51	-27	-12	0
14	3.39	-9	-6	-3
13	6.32	-33	3	45
13	6.2	-39	9	42
13	4.99	-24	-6	45
12	6.38	-69	12	24
12	5.74	-63	30	3
12	4.94	-66	6	39
12	4.72	-60	42	-6
12	4.44	-66	24	12
12	4.39	-69	-3	12
11	5.29	-24	-51	45
11	4.83	-45	-51	48
11	3.69	-48	-54	60
10	4.58	36	6	-48
10	4.12	30	3	-45
10	3.93	54	27	-33
10	3.88	54	27	-39
10	3.86	42	24	-45
10	3.78	48	24	-48
9	6.18	-15	-90	-54
9	5.24	-24	-93	-48
9	4.52	-30	-84	-57
9	3.81	-36	-90	-45
8	3.86	-48	-27	45
8	3.69	-36	-33	45
8	3.56	-42	-36	48
7	4.69	-33	-30	-33
7	4.03	-45	-36	-36
7	3.87	-48	-36	-45
7	3.72	-39	-39	-39
6	6.53	-75	-30	3
6	4.63	-75	-33	-6
6	4.35	-72	-45	-3
5	4.25	36	9	-9
5	3.75	51	9	-15
4	5.75	75	-30	0
4	5.26	75	-39	-3
4	3.72	75	-30	-12
4	3.52	75	-36	-15
4	3.25	72	-27	-21
3	4.92	30	-45	39
2	4.96	33	-3	-15
1	4.97	-27	-36	3
