Cluster Index	Z	x	y	z	
13	11.2	-18	-15	66
13	8.72	-30	-24	57
13	8.6	12	-6	75
13	8.15	15	3	72
13	8.03	-39	-15	57
13	7.58	-9	-3	51
12	8.05	24	-96	-12
12	7.09	42	-69	-15
12	6.99	9	-60	-18
12	6.31	51	-45	-24
12	6.26	33	-69	-12
12	6.08	21	-45	-18
11	8.21	30	-93	12
11	6.87	30	-93	24
11	6.82	21	-93	30
11	6.39	30	-78	30
11	6.35	42	-66	6
11	5.96	45	-54	6
10	10.2	-27	-93	9
10	8.33	-9	-102	3
10	6.55	-30	-93	21
10	5.92	-24	-90	-12
10	5.9	-33	-72	33
10	4.43	-48	-84	9
9	7.17	51	-3	51
9	6.76	51	3	42
9	5.66	39	-3	45
9	3.98	39	-12	57
8	5.9	66	-42	36
8	5.11	51	-42	27
8	4.05	60	-33	24
8	3.64	60	-42	21
7	7.35	36	-42	42
6	6.46	-42	-57	-33
6	5.16	-33	-54	-30
6	3.77	-42	-66	-30
5	5.56	-30	-66	-54
5	4.89	-39	-54	-57
5	4.37	-24	-60	-63
5	4.04	-33	-60	-60
4	5.25	33	9	27
4	5.23	54	18	24
3	5.58	39	36	27
2	4.13	-21	15	-18
2	3.78	-15	6	-21
1	7.92	63	9	12
