Cluster Index	Z	x	y	z	
6	5.21	56	40	27
6	5.18	61	18	43
6	5.07	57	12	42
6	5.02	72	44	49
6	5.02	56	42	10
6	4.81	63	29	30
5	6.59	36	54	69
5	6.33	31	51	63
5	5.97	49	62	68
5	5.3	31	49	69
5	5.24	29	51	75
5	5.2	42	60	70
4	4.94	60	74	41
4	4.62	70	64	56
4	4.23	63	79	51
4	4.21	69	61	61
4	4.19	66	66	38
4	4.15	70	67	38
3	5.92	31	16	45
3	5.7	30	15	40
3	5.65	32	20	37
3	5.64	31	18	37
3	5.47	40	12	35
3	4.39	32	17	49
2	4.43	49	50	32
2	3.57	39	53	38
2	3.22	36	58	33
2	3.19	53	44	36
2	3.18	48	54	37
2	3.14	50	44	39
1	4.46	28	37	20
1	3.67	27	42	13
1	3.54	28	32	22
1	3.37	31	46	14
1	2.73	32	45	9
1	2.51	32	50	20
