Cluster Index	Z	x	y	z	
8	4.6	45	21	42
8	4.56	43	25	42
8	4.51	49	23	39
8	4.48	53	32	27
8	4.46	54	30	27
8	4.44	47	19	42
7	5.35	14	24	31
7	4.12	14	28	22
7	3.71	15	29	27
7	3.35	11	34	26
7	3.26	14	33	22
7	3.25	10	28	27
6	4.83	47	56	38
6	4.29	44	56	43
6	4.08	45	53	40
6	3.89	47	54	42
6	3.15	43	58	42
6	3.13	47	49	44
5	4.55	25	16	19
5	4.32	28	15	17
5	4.29	18	19	16
5	3.65	23	21	14
5	3.55	21	22	14
5	2.8	22	20	17
4	5.82	40	12	24
4	5.81	38	10	25
4	5.64	46	16	20
4	4.91	45	13	22
4	3.75	42	16	18
3	4.14	41	37	49
3	3.87	40	30	46
3	3.56	35	27	47
3	3.42	42	36	44
3	3.32	36	29	49
3	3	45	34	45
2	3.5	17	57	39
2	3.43	22	53	37
2	3.22	17	53	41
2	2.98	19	55	36
1	3.53	18	29	39
1	3.33	22	26	38
1	3.29	14	25	36
1	3.06	21	27	41
1	2.85	17	25	37
