Cluster Index	Z	x	y	z	
7	14.8	21	17	20
7	14.5	41	18	22
7	14.2	40	28	21
7	14.2	20	22	20
7	14.2	38	16	21
7	13.9	23	24	22
6	11.8	49	45	38
6	10.6	50	50	34
6	9.2	45	43	42
6	8.94	43	47	36
6	6.35	53	48	31
6	6.1	51	52	31
5	5.82	26	67	26
5	4.29	29	67	27
5	4.2	16	57	19
5	4.13	19	63	23
5	3.99	18	66	20
5	3.7	20	63	21
4	7.53	15	52	35
4	6.63	15	56	30
4	6.33	16	53	39
4	3.64	18	60	30
3	5.2	44	56	16
3	4.69	41	55	22
3	4.29	41	53	18
3	4.24	39	53	18
3	3.94	44	54	12
3	3.72	35	62	17
2	4.94	20	54	5
2	4.46	20	54	15
2	3.64	16	51	7
2	3.49	22	51	15
2	3.41	16	55	11
1	4.42	24	64	11
1	2.94	20	68	11
