Cluster Index	Z	x	y	z	
22	9.37	42	20	20
22	9.04	48	21	21
22	8.23	40	11	21
22	7.89	21	12	29
22	7.71	23	10	30
22	7.26	38	10	33
21	5.91	45	51	24
21	5.6	45	45	39
21	5.24	52	52	32
21	5.22	40	61	22
21	5.15	49	45	43
21	5.08	48	50	28
20	4.51	21	33	4
20	4.47	14	47	5
20	4.4	17	41	6
20	4.2	13	51	10
20	4.15	9	52	22
20	3.95	10	49	23
19	4.41	51	47	11
19	4.1	48	60	5
19	4.06	55	43	16
19	4	47	40	7
19	3.95	46	41	4
19	3.82	49	47	5
18	5.18	33	41	29
18	4.68	36	50	25
18	4.6	35	50	28
18	3.95	36	45	31
18	3.88	37	34	33
18	3.79	36	45	35
17	5.42	33	52	42
17	5.41	34	54	37
17	5.18	32	45	49
17	4.39	29	45	53
17	3.33	28	42	55
17	3.07	27	49	44
16	5.51	21	21	42
16	4.81	15	29	43
16	4.8	18	25	43
16	4.68	21	14	37
16	4.59	11	31	43
16	3.95	23	15	41
15	4.78	49	35	27
15	4.38	48	32	26
15	4.26	51	36	25
15	3.97	54	34	23
15	3.87	53	32	19
15	3.79	42	34	26
14	4.14	55	55	20
14	3.81	55	55	24
14	3.58	50	58	11
14	3.51	51	59	15
14	3.43	46	56	13
14	3.43	51	59	18
13	5.08	43	66	9
13	4.56	42	63	7
12	6.86	15	21	21
12	5.95	14	23	19
12	5.4	18	25	23
12	3.01	14	23	13
11	3.94	30	46	21
11	3.88	29	41	21
11	3.48	32	39	21
11	3.21	32	47	18
11	2.76	26	46	22
10	5.14	10	27	33
10	4.69	15	28	32
10	4.04	10	27	28
9	5.15	18	50	25
9	4.27	21	50	24
9	3.81	18	47	28
9	2.51	16	51	29
8	5.2	15	33	26
7	3.23	22	67	8
7	3.09	19	64	8
7	3.04	20	67	9
6	4.8	42	40	16
6	4.29	37	35	22
6	4.29	38	37	19
5	4.64	42	19	8
5	3.39	39	22	7
5	3.31	47	23	5
5	3.14	45	21	4
5	3.07	43	22	4
5	2.98	41	23	6
4	5.91	15	42	43
4	4.68	17	46	42
3	5.1	24	22	11
3	3.38	20	20	8
3	2.81	22	23	5
2	4.88	34	31	26
2	4.11	37	33	27
2	3.83	31	30	25
2	3.31	33	35	27
2	2.73	35	29	28
1	5.29	20	50	35
1	3.55	14	46	31
