Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
22	2618	3.07e-40	39.5	9.37	42	20	20	36.4	17.8	28.8	854	42	20	20	158
21	960	1e-19	19	5.91	45	51	24	46.4	51.9	30.7	425	46	46	38	145
20	844	5.95e-18	17.2	4.51	21	33	4	13.7	46.9	12.2	1.26e+03	22	37	4	138
19	380	8.58e-10	9.07	4.41	51	47	11	49.6	47	8.1	420	46	38	4	113
18	369	1.44e-09	8.84	5.18	33	41	29	35.3	45.3	28.9	297	35	45	29	146
17	322	1.41e-08	7.85	5.42	33	52	42	32.6	50.8	42.6	459	33	50	41	168
16	301	5.96e-08	7.22	5.51	21	21	42	17.2	25	42.2	320	21	21	42	136
15	238	1.13e-06	5.95	4.78	49	35	27	49.8	33.4	24.9	283	52	36	25	127
14	231	1.61e-06	5.79	4.14	55	55	20	53.4	54.2	20	151	55	53	26	90.8
13	175	4.2e-05	4.38	5.08	43	66	9	42.7	64.7	8.68	1.46e+03	44	67	10	429
12	150	0.000199	3.7	6.86	15	21	21	15.3	23.1	20.6	336	16	22	22	151
11	112	0.00254	2.59	3.94	30	46	21	30	44	20.3	752	31	46	19	313
10	109	0.00314	2.5	5.14	10	27	33	10.9	27.4	31.8	273	10	27	33	125
9	104	0.00449	2.35	5.15	18	50	25	19.1	50.2	24.8	255	18	50	25	152
8	103	0.00483	2.32	5.2	15	33	26	14.6	32.9	25.6	348	15	33	25	160
7	93	0.0101	2	3.23	22	67	8	20.9	65.4	8.3	1.18e+03	20	67	9	484
6	89	0.0136	1.87	4.8	42	40	16	39.4	37.8	18.7	448	38	37	19	193
5	88	0.0147	1.83	4.64	42	19	8	42.5	20.7	6.27	297	48	23	5	122
4	87	0.0158	1.8	5.91	15	42	43	15.7	44	42.4	335	17	46	41	168
3	87	0.0158	1.8	5.1	24	22	11	22.8	21.9	9.38	250	23	23	10	128
2	75	0.0402	1.4	4.88	34	31	26	34.2	31.5	26.5	421	33	30	26	236
1	75	0.0402	1.4	5.29	20	50	35	17.3	48.3	33.3	303	18	49	35	154
