Cluster Index	Z	x	y	z	
9	5.26	49	30	40
9	4.46	46	25	46
9	4.01	49	27	45
9	3.6	49	26	39
9	3.6	50	24	40
9	3.43	49	22	42
8	3.97	42	43	24
8	3.96	39	47	27
8	3.88	42	51	31
8	3.57	42	37	27
8	3.53	41	40	22
8	3.51	41	45	24
7	5.07	45	57	14
7	4.22	40	56	18
7	3.77	40	57	15
7	3.73	43	62	22
7	3.59	43	58	18
7	3.53	45	65	21
6	4.59	50	35	19
6	3.88	53	34	17
6	3.78	55	35	19
6	3.72	55	34	24
6	3.6	54	28	25
6	2.91	55	38	21
5	4.34	39	50	48
5	3.99	38	47	45
5	3.91	42	44	47
5	3.38	40	53	46
5	3.16	40	44	51
5	2.95	36	51	49
4	3.96	23	21	13
4	3.62	22	15	17
4	3.25	18	18	15
4	2.8	20	17	11
3	3.6	19	24	45
3	3.42	22	23	46
3	3.17	19	24	40
3	2.6	27	22	49
3	2.49	20	24	48
2	3.34	25	67	13
2	3.17	25	63	13
2	2.94	21	67	17
2	2.85	18	61	13
1	6.23	46	22	20
1	3.59	47	21	17
1	2.99	43	22	19
