Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
12	7637	0	122	8	40	65	29	33.9	53.2	31.5	701	33	53	47	149
11	248	8.62e-12	11.1	7.34	46	23	12	47.5	26.7	16	836	47	23	19	249
10	108	2.03e-06	5.69	5.19	26	11	19	18.4	19.9	17.5	953	22	15	18	406
9	86	2.13e-05	4.67	4.47	15	30	16	21.9	31.6	14.2	505	17	29	17	282
8	66	0.000217	3.66	6	10	43	37	11.5	43	37.3	307	11	43	34	163
7	51	0.00145	2.84	5.51	34	14	19	36.1	14.6	18.1	1.02e+03	37	15	19	526
6	47	0.00248	2.61	4.43	17	22	12	18.8	19	12.3	468	17	22	13	296
5	40	0.00658	2.18	5.5	53	29	42	49.9	30.3	41.3	184	50	32	44	102
4	36	0.0118	1.93	5.38	49	46	19	48.9	46	20	287	49	46	19	156
3	35	0.0136	1.86	5.85	15	40	46	17.1	39.5	47.3	574	18	37	48	243
2	33	0.0184	1.73	5.9	54	33	23	53.3	32.6	22.8	274	53	32	23	150
1	31	0.025	1.6	4.55	15	51	36	15.1	49.6	36.9	318	15	49	37	179
