Cluster Index	Z	x	y	z	
12	8	40	65	29
12	7.12	35	55	38
12	7.06	20	60	33
12	7.02	47	57	30
12	7.02	46	57	28
12	6.76	22	63	31
11	7.34	46	23	12
11	6.9	48	23	16
11	6.57	48	35	15
11	6.26	51	25	16
11	6.11	47	24	19
11	5.6	49	32	19
10	5.19	26	11	19
10	4.8	16	21	18
10	4.75	15	19	18
10	4.72	14	23	17
10	4.65	17	17	18
10	4.21	17	25	17
9	4.47	15	30	16
9	4.29	21	32	14
9	4.09	26	33	15
9	4.08	28	34	12
9	4	23	32	13
9	3.96	26	35	12
8	6	10	43	37
8	4.61	11	45	33
8	4.41	11	43	34
8	4.23	12	40	43
8	3.92	13	44	41
8	3.56	11	42	40
7	5.51	34	14	19
7	4.71	37	15	18
6	4.43	17	22	12
6	4.32	20	15	11
5	5.5	53	29	42
5	5.45	50	30	43
5	4.55	50	31	39
4	5.38	49	46	19
4	4.37	50	45	22
4	3.61	47	50	19
3	5.85	15	40	46
3	5.65	18	40	49
3	4.55	16	42	46
3	3.56	17	37	49
2	5.9	54	33	23
2	5.47	51	32	23
1	4.55	15	51	36
1	4.35	15	48	37
