Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
13	4679	0	87.9	7.98	46	56	36	34.6	53.7	32.3	512	42	54	44	100
12	111	1.49e-06	5.83	6.55	49	27	45	49.5	29.1	42.4	258	49	31	45	102
11	110	1.67e-06	5.78	5.69	48	35	15	51.4	32.7	19.1	184	53	32	23	94.3
10	62	0.000355	3.45	4.75	18	43	15	18.8	43.8	15.2	122	21	42	15	78.6
9	58	0.000586	3.23	5.94	24	48	46	24.7	47.2	45.9	152	23	48	47	81.5
8	51	0.00145	2.84	5.16	47	17	17	46.1	19.8	18.5	428	47	23	19	226
7	45	0.00326	2.49	4.96	38	14	17	34.9	14.2	17.9	580	39	14	17	276
6	36	0.0118	1.93	4.33	10	31	21	12.2	32.2	19	262	13	32	17	129
5	31	0.025	1.6	4.21	19	27	20	16.7	26.8	18.8	417	15	26	17	250
4	30	0.0292	1.53	3.92	21	33	14	18.1	30.7	15.1	231	18	30	17	158
3	30	0.0292	1.53	6.37	46	23	12	46.6	23.2	12.3	338	47	23	12	185
2	30	0.0292	1.53	5.04	37	9	25	37	8.85	23.5	272	37	9	24	135
1	29	0.0342	1.47	4.94	15	27	45	14.3	27.6	44.1	443	16	26	44	199
