Cluster Index	Z	x	y	z	
9	6.2	13	54	30
9	5.7	40	46	16
9	5.64	10	43	37
9	5.63	40	65	29
9	5.62	21	60	32
9	5.61	22	63	31
8	5.98	22	55	22
8	4.66	19	53	21
8	3.82	17	55	22
7	5.67	47	24	19
7	5.25	47	23	16
6	4.51	16	30	16
6	4.48	18	25	16
6	3.65	16	26	18
6	3.44	20	29	17
6	3.39	16	29	19
5	5.49	47	23	13
5	3.9	49	22	11
5	3.82	46	29	13
5	3.55	45	27	13
4	4.66	20	46	37
4	3.78	20	49	37
4	3.53	20	50	35
3	5.37	49	31	33
2	5.4	26	11	19
2	5.05	15	20	18
2	4.75	19	15	18
2	4.46	23	13	18
2	4.11	17	17	18
2	3.4	14	23	17
1	6.02	43	60	19
1	4.53	40	55	21
