Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
13	5264	0	61.9	13.5	19	24	19	32	18.7	26.5	510	20	24	20	93.7
12	1326	6.34e-24	23.2	10.3	45	55	32	44.9	54.9	30.4	267	46	54	37	74.3
11	829	5.12e-17	16.3	6.88	19	51	24	20.5	54.7	27.3	163	23	56	15	60.6
10	501	1.17e-11	10.9	7.43	33	51	45	32.5	52.2	41.9	219	33	52	45	75.1
9	490	1.84e-11	10.7	7.05	29	46	26	30.8	45.2	27.5	262	30	46	27	73.3
8	296	1.19e-07	6.92	6.15	44	68	11	43.8	67.8	10.2	554	46	67	12	305
7	226	3.93e-06	5.41	5.51	23	69	12	19.7	67.6	10.9	420	17	67	13	229
6	217	6.44e-06	5.19	5.19	17	58	12	15.2	52.6	11.5	109	17	58	13	50.4
5	212	8.46e-06	5.07	6.53	12	30	43	12.6	38	38.4	209	12	45	37	59.7
4	142	0.000502	3.3	5.71	31	31	26	26.4	33.9	24.9	268	31	31	26	85.3
3	105	0.0057	2.24	3.82	12	56	11	14	55.2	7.7	84.4	13	55	6	46.9
2	96	0.0107	1.97	7.44	21	21	9	22.1	21	9.84	144	21	21	9	63.4
1	86	0.022	1.66	6.6	26	32	53	23.9	33.9	51.8	171	27	33	53	71.2
