Cluster Index	Z	x	y	z	
12	6.93	10	31	26
12	6.77	14	20	28
12	6.24	24	22	46
12	5.46	10	28	35
12	5.29	15	31	27
12	5.04	14	27	30
11	7.21	48	31	27
11	6.24	51	27	27
11	6.03	51	22	24
11	5.3	55	32	34
11	5.17	47	21	31
11	5.1	55	33	31
10	5.75	41	25	47
10	5.45	46	32	44
10	4.95	45	26	46
10	4.89	37	26	49
10	4.71	46	28	45
10	4.48	42	29	49
9	4.63	29	50	49
9	4.56	41	42	50
9	4.21	32	43	48
9	4.2	39	42	46
9	4.16	37	42	53
9	4.05	34	38	52
8	5.06	15	47	31
8	4.57	15	49	25
8	4.47	15	47	25
8	4.12	14	52	26
8	3.74	13	56	29
8	3.36	14	50	20
7	4.68	42	61	38
7	4.53	38	63	38
7	4.23	36	63	40
7	4.14	40	63	34
7	3.98	44	63	34
7	3.86	40	63	39
6	5.91	26	16	39
6	4.59	27	18	36
6	3.81	26	15	34
6	3.67	25	18	31
6	3.13	25	20	33
5	4.86	37	12	35
5	4.44	38	15	38
5	3.93	34	16	39
5	3.82	39	21	32
5	2.98	41	17	41
4	4.57	23	57	35
4	4.18	21	58	38
4	3.83	24	62	38
3	5.44	18	21	16
3	3.35	22	15	14
3	3.25	22	21	13
3	3.22	21	16	17
3	3	22	17	14
2	4.51	46	48	11
2	3.64	47	45	12
2	3.19	45	42	14
2	3.07	45	40	14
2	2.64	45	51	12
1	4.19	52	51	28
1	3.63	52	50	31
1	2.92	49	46	26
