Cluster Index	Z	x	y	z	
17	6.76	0	15	63
17	6.7	3	9	63
17	6.08	30	57	12
17	5.86	21	54	30
17	5.82	15	45	0
17	5.68	24	48	12
16	5.56	48	21	6
16	5.21	54	15	9
16	5.13	30	18	-9
16	4.88	27	21	9
16	4.85	39	27	6
16	4.55	45	15	-6
15	5.92	-39	27	-6
15	5.72	-39	21	-6
15	5.11	-39	18	3
15	4.71	-42	9	-12
15	4.68	-60	3	-6
15	4.05	-51	15	12
14	5.87	-27	-96	-21
14	5.74	-33	-90	-24
14	5.72	-18	-96	-24
14	4.47	-24	-90	-36
14	3.97	-18	-96	-39
14	3.93	-39	-84	-39
13	5.11	48	-42	57
13	4.49	51	-54	51
13	4.34	51	-48	54
13	4.16	57	-57	39
13	3.98	42	-51	63
13	3.89	36	-57	60
12	4.86	-51	-54	54
12	4.18	-54	-42	54
12	4.15	-57	-48	36
12	4.05	-60	-45	42
12	3.99	-48	-51	27
12	3.94	-48	-60	51
11	6.02	57	-24	-21
10	5.39	-51	-27	-3
10	4.64	-72	-24	-9
10	4.63	-63	-30	-21
10	3.94	-57	-36	-12
10	3.45	-63	-33	-6
9	4.59	-6	15	6
9	4.22	12	12	3
9	3.97	15	24	6
9	3.49	6	3	6
8	4.36	-54	-27	57
8	4.25	-45	-21	63
7	4.95	63	0	-33
7	4.89	63	-3	-27
7	3.9	54	3	-21
6	4.65	36	-90	-24
6	4.12	33	-81	-27
6	3.95	36	-87	-36
6	3.92	36	-81	-33
5	4.67	-12	36	57
5	3.95	-3	42	54
5	3.19	3	42	45
4	4.61	6	-66	-45
4	4.05	-6	-63	-48
3	4.72	-48	-72	-27
2	4.13	45	-57	-45
2	3.78	51	-66	-42
1	4.25	48	42	-3
1	4.04	45	48	-3
