Cluster Index	Z	x	y	z	
18	5.56	-42	-15	51
18	5.24	-42	-9	48
18	5.05	-30	-30	63
18	3.51	-27	-30	78
17	5.53	0	-15	66
17	5.21	-3	-15	57
17	4.78	-15	-15	63
17	4.54	-6	-18	48
17	4.38	-6	-6	51
17	4.21	-15	-15	48
16	5.11	-45	-54	-9
16	4.87	-45	-69	-12
15	5.39	24	-60	45
14	4.23	-21	-96	-9
14	4.18	-15	-102	-6
14	4.17	-12	-105	0
14	3.81	-9	-105	6
14	3.69	-12	-93	-6
14	3.63	-30	-90	-12
13	6.08	42	-3	48
13	4.42	36	-12	51
12	4.83	-33	-48	-18
12	4.66	-33	-60	-15
12	3.37	-27	-51	-33
11	5.01	-27	-75	30
11	4.53	-21	-69	39
10	4.49	6	-60	0
10	4.14	12	-60	-12
10	3.37	15	-45	-6
9	4.32	48	-66	-6
8	3.82	-6	-69	3
8	3.68	-3	-81	9
8	3.63	-3	-87	6
8	3.39	0	-75	0
7	5.9	-24	-54	48
6	5.58	33	-72	24
5	5.11	-36	-39	42
4	4.31	-15	-63	3
3	4.28	51	-33	45
2	4.36	9	-24	-33
2	3.71	15	-33	-30
1	4.26	-15	-18	3
