Cluster Index	Z	x	y	z	
13	4.56	49	33	44
13	4.44	48	31	44
13	3.88	47	26	46
13	3.67	49	34	41
13	3.44	48	34	48
12	4.17	19	37	48
12	3.8	14	36	44
12	3.6	21	37	51
12	3.6	13	39	45
11	5.03	10	30	33
11	4.35	10	36	36
11	4.02	12	34	31
11	3.97	12	38	37
11	3.93	9	33	31
11	3.26	11	39	33
10	4.74	26	16	20
10	3.95	23	17	20
10	3.92	23	13	20
10	3.81	31	14	22
9	5.14	52	39	39
9	4.94	53	39	37
8	4.57	46	23	19
8	4.37	50	26	18
8	4.01	48	20	21
7	4.65	43	30	41
6	5.22	24	37	17
5	3.79	53	31	28
5	3.55	55	34	26
5	3.4	51	34	25
5	3.38	48	36	23
4	4.49	45	43	27
4	3.64	47	45	25
3	4.26	32	60	42
3	3.65	32	63	38
3	3.55	31	61	40
2	5.32	37	45	50
2	4.56	34	45	49
1	4.3	18	47	22
1	3.67	19	49	24
1	3.35	16	45	20
