Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
13	82	1.31e-06	5.88	4.48	27	12	27	26.8	10.7	25.6	393	28	11	23	153
12	72	5.66e-06	5.25	4.84	19	46	39	18.8	45.9	41.1	241	20	46	39	158
11	60	3.57e-05	4.45	4.72	14	53	27	16.2	53.7	29.3	258	18	53	32	164
10	58	4.91e-05	4.31	4.75	35	18	17	35.2	17	16.3	169	35	18	17	113
9	45	0.000427	3.37	4.61	37	43	34	36.8	44.3	32	330	35	45	30	190
8	43	0.000606	3.22	6.71	31	51	42	31.1	51.8	42.4	457	31	51	42	237
7	38	0.00149	2.83	4.38	32	41	27	30.9	40.3	27.8	267	31	41	25	207
6	27	0.0126	1.9	3.66	34	23	30	35.4	21.4	30.4	597	35	21	30	408
5	26	0.0154	1.81	4.63	45	20	12	44.9	20.2	12.3	138	44	20	13	114
4	25	0.019	1.72	4.19	45	50	38	43.8	48.5	37.3	229	43	48	36	140
3	25	0.019	1.72	4.25	28	45	33	27.7	43.1	33.6	273	29	45	32	184
2	22	0.036	1.44	4.7	31	56	40	30.7	56.3	39.8	253	31	56	40	194
1	22	0.036	1.44	4.48	42	21	17	42.3	20.6	16.5	138	42	21	17	95.2
